stuno	courseid	oper	title	new_oper	time	tlen
1069800113090034	23	78	管程机制	tag	1426754780	0
1069800113090034	23	76	管程机制	duration	1426754784	317
1069800113090034	23	78	进程通信的类型(2)	tag	1426755530	0
1069800113090034	23	78	线程(2)	tag	1426756251	0
1069800113090034	23	4	操作系统原理(新)	tag	1428717059	0
1069800113090034	23	75	操作系统的结构设计(1)	done	1428717071	0
1069800113090034	23	78	操作系统的结构设计(1)	tag	1428717418	0
1069800113090034	23	76	操作系统的结构设计(1)	duration	1428717423	347
1069800113090034	23	75	操作系统的结构设计(2)	done	1428717433	0
1069800113090034	23	78	操作系统的结构设计(2)	tag	1428718002	0
1069800113090034	23	76	操作系统的结构设计(2)	duration	1428718006	568
1069800113090034	23	75	程序的顺序和并发执行及其特征	done	1428718012	0
1069800113090034	23	78	程序的顺序和并发执行及其特征	tag	1428718536	0
1069800113090034	23	76	程序的顺序和并发执行及其特征	duration	1428718540	523
1069800113090034	23	75	进程的特征与状态	done	1428718550	0
1069800113090034	23	78	进程的特征与状态	tag	1428720175	0
1069800113090034	23	76	进程的特征与状态	duration	1428720179	1625
1069800113090034	23	75	进程控制(1)	done	1428720190	0
1069800113090034	23	76	进程控制(1)	duration	1428721648	1436
1069800113090034	23	75	进程控制(2)	done	1428721661	0
1069800113090034	23	78	进程控制(2)	tag	1428722123	0
1069800113090034	23	76	进程控制(2)	duration	1428722127	462
1069800113090034	23	75	进程同步的概念	done	1428722136	0
1069800113090034	23	78	进程同步的概念	tag	1428722923	0
1069800113090034	23	76	进程同步的概念	duration	1428722926	786
1069800113090034	23	75	进程通信的类型(1)	done	1428722933	0
1069800113090034	23	78	进程通信的类型(1)	tag	1428723592	0
1069800113090034	23	76	进程通信的类型(1)	duration	1428723593	658
1069800113090034	23	75	进程通信的类型(2)	done	1428723600	0
1069800113090034	23	76	进程通信的类型(2)	duration	1428725355	1460
1069800113090034	23	75	线程(1)	done	1428725386	0
1069800113090034	23	78	线程(1)	tag	1428725724	0
1069800113090034	23	76	线程(1)	duration	1428725725	338
1069800113090034	23	75	线程(2)	done	1428725756	0
1069800113090034	23	76	线程(2)	duration	1428728145	1604
1069800113090034	23	75	三级调度的概念及算法准则	done	1428728151	0
1069800113090034	23	78	三级调度的概念及算法准则	tag	1428729081	0
1069800113090034	23	76	三级调度的概念及算法准则	duration	1428729085	930
1069800113090034	23	75	调度算法(1)	done	1428729093	0
1069800113090034	23	78	调度算法(1)	tag	1428729696	0
1069800113090034	23	76	调度算法(1)	duration	1428729698	602
1069800113090034	23	75	调度算法(2)	done	1428729706	0
1069800113090034	23	78	调度算法(2)	tag	1428730045	0
1069800113090034	23	76	调度算法(2)	duration	1428730050	339
1069800113090134	23	75	单道和多道批处理系统	done	1427292523	0
1069800113090134	23	75	操作系统的目标和作用	done	1428762432	0
1069800113090134	23	75	进程的特征与状态	done	1428762445	0
1069800113090134	23	75	三级调度的概念及算法准则	done	1428762458	0
1069800113090134	23	76	三级调度的概念及算法准则	duration	1428762462	3
1069800113090134	23	75	程序的装入链接	done	1428762474	0
1069800113090134	23	76	程序的装入链接	duration	1428762476	2
1069800113090134	23	75	I/O设备的类型和控制器	done	1428762487	0
1069800113090134	23	76	I/O设备的类型和控制器	duration	1428762489	2
1069800113090134	23	75	联机命令接口	done	1428762543	0
1069800113090134	23	75	计算机网络的拓扑结构	done	1428762554	0
1069800113090134	23	75	系统安全的基本概念	done	1428762566	0
1069800113090134	23	4	操作系统原理(新)	tag	1428762570	0
1069800113090134	23	75	UNIX系统概述	done	1428762578	0
1069800113090134	23	67	操作系统原理学习指南	watch	1429933537	0
1069800113090142	23	76	第60讲	duration	1418378967	0
1069800113090142	23	76	第01讲	duration	1418378976	0
1069800113090142	23	75	第06讲	done	1418434464	0
1069800113090142	23	76	进程控制(1)	duration	1421717551	14
1069800113090142	23	77	进程控制(1)	tag	1421717554	0
1069800113090142	23	75	单道和多道批处理系统	done	1422845324	0
1069800113090142	23	76	单道和多道批处理系统	duration	1422846975	1617
1069800113090142	23	75	程序的装入链接	done	1422848518	0
1069800113090142	23	76	程序的装入链接	duration	1422850829	2016
1069800113090142	23	79	基本分段存储管理方式	tag	1422853389	0
1069800113090142	23	75	磁盘调度和高速缓存	done	1422857945	0
1069800113090142	23	76	磁盘调度和高速缓存	duration	1422859688	1717
1069800113090142	23	75	分时系统和实时系统	done	1425267297	0
1069800113090142	23	76	分时系统和实时系统	duration	1425269913	2165
1069800113090142	23	75	操作系统的基本特性	done	1425271862	0
1069800113090142	23	75	操作系统的结构设计(2)	done	1425271864	0
1069800113090142	23	75	文件管理（1）	done	1425277518	0
1069800113090142	23	76	文件管理（1）	duration	1425277524	6
1069800113090142	23	67	操作系统原理学习指南	watch	1426829823	0
1069800113090142	23	60	2014年秋季期末考前辅导答疑安排	watch	1426830543	0
1069800113090142	23	57	回复：关于2015年初(2014期末考试)学习指南的帖 :  好的，我知道了，谢谢老师！	done	1426830718	0
1069800113090142	23	60	关于2015年初(2014期末考试)学习指南的帖	watch	1426830720	0
1069800113090142	23	75	基本分段存储管理方式	done	1427166853	0
1069800113090142	23	76	基本分段存储管理方式	duration	1427168347	1470
1069800113090142	23	75	第22讲	done	1427846687	0
1069800113090142	23	76	第22讲	duration	1427850211	3389
1069800113090142	23	75	程序的顺序和并发执行及其特征	done	1427867854	0
1069800113090142	23	79	程序的顺序和并发执行及其特征	tag	1427868715	0
1069800113090142	23	76	程序的顺序和并发执行及其特征	duration	1427869625	2630
1069800113090142	23	4	操作系统原理(新)	tag	1427873684	0
1069800113090142	23	75	三级调度的概念及算法准则	done	1427873712	0
1069800113090142	23	79	三级调度的概念及算法准则	tag	1427875068	0
1069800113090142	23	76	三级调度的概念及算法准则	duration	1427875186	19
1069800113090142	23	75	产生死锁的原因和必要条件	done	1427876780	0
1069800113090142	23	76	产生死锁的原因和必要条件	duration	1427876785	4
1069800113090142	23	75	缓冲管理(2)	done	1427876793	0
1069800113090142	23	76	缓冲管理(2)	duration	1427878378	1551
1069800113090142	23	75	SPOOLING技术	done	1427878392	0
1069800113090142	23	79	SPOOLING技术	tag	1427879260	0
1069800113090142	23	76	SPOOLING技术	duration	1427879290	8
1069800113090177	23	75	三级调度的概念及算法准则	done	1425034346	0
1069800113090177	23	76	三级调度的概念及算法准则	duration	1425036650	1879
1069800113090177	23	75	操作系统的基本特性	done	1425036697	0
1069800113090177	23	75	文件和文件类型	done	1425042633	0
1069800113090177	23	4	操作系统原理(新)	tag	1425203232	0
1069800114030101	23	75	操作系统的目标和作用	done	1427952546	0
1069800114030101	23	76	操作系统的目标和作用	duration	1427953998	1435
1069800114030101	23	75	单道和多道批处理系统	done	1427955885	0
1069800114030101	23	76	单道和多道批处理系统	duration	1427957524	1617
1069800114030101	23	75	分时系统和实时系统	done	1427958780	0
1069800114030101	23	76	分时系统和实时系统	duration	1427960649	1845
1069800114030101	23	75	操作系统的基本特性	done	1428455771	0
1069800114030101	23	76	操作系统的基本特性	duration	1428457281	1491
1069800114030101	23	75	处理机和存储器管理功能	done	1429061127	0
1069800114030101	23	76	处理机和存储器管理功能	duration	1429062380	1237
1069800114030101	23	75	设备管理和文件管理功能	done	1429063205	0
1069800114030101	23	76	设备管理和文件管理功能	duration	1429064599	1376
1069800114030101	23	75	操作系统的结构设计(1)	done	1429066051	0
1069800114030101	23	76	操作系统的结构设计(1)	duration	1429067363	1294
1069800114030101	23	75	操作系统的结构设计(2)	done	1429067367	0
1069800114030101	23	76	操作系统的结构设计(2)	duration	1429068991	1602
1069800114030101	23	75	程序的顺序和并发执行及其特征	done	1429082564	0
1069800114030101	23	76	程序的顺序和并发执行及其特征	duration	1429084137	1554
1069800114030101	23	75	进程的特征与状态	done	1429143359	0
1069800114030101	23	76	进程的特征与状态	duration	1429145057	1675
1069800114030101	23	75	进程控制(1)	done	1429145260	0
1069800114030101	23	76	进程控制(1)	duration	1429146697	1418
1069800114030101	23	75	进程控制(2)	done	1429147318	0
1069800114030101	23	76	进程控制(2)	duration	1429148315	984
1069800114030101	23	75	进程同步的概念	done	1429149627	0
1069800114030101	23	78	进程同步的概念	tag	1429150892	0
1069800114030101	23	75	信号量机制及应用	done	1429150941	0
1069800114030101	23	76	信号量机制及应用	duration	1429152391	1421
1069800114030101	23	75	经典进程的同步问题	done	1429492398	0
1069800114030101	23	76	经典进程的同步问题	duration	1429493555	1142
1069800114030101	23	75	管程机制	done	1429497395	0
1069800114030101	23	75	进程通信的类型(1)	done	1429579066	0
1069800114030101	23	75	进程通信的类型(2)	done	1429580928	0
1069800114030101	23	4	操作系统原理(新)	tag	1429594303	0
1069800114030101	23	75	线程(1)	done	1429594315	0
1069800114030101	23	75	线程(2)	done	1429596283	0
1069800213030062	23	76	第01讲	duration	1416718571	518
1069800213030062	23	75	第01讲	done	1416718572	0
1069800213030062	23	4	操作系统原理(新)	tag	1416722013	0
1069800213030062	23	75	第02讲	done	1416722022	0
1069800213030062	23	76	第02讲	duration	1416722024	6022
1069800213030062	23	67	操作系统原理学习指南	watch	1419557089	0
1069800413090032	23	76	操作系统的目标和作用	duration	1429588704	36
1069800413090032	23	75	操作系统的目标和作用	done	1429630264	0
1069800413090032	23	76	程序的装入链接	duration	1429755615	2017
1069800413090032	23	75	程序的装入链接	done	1429794794	0
1069800413090032	23	4	操作系统原理(新)	tag	1429797905	0
1069800413090032	23	75	复习串讲（1）	done	1429798026	0
1069800413090306	23	76	操作系统的目标和作用	duration	1428457413	0
1069800413090306	23	78	分时系统和实时系统	tag	1428457422	0
1069800413090306	23	76	分时系统和实时系统	duration	1428459065	0
1069800413090306	23	79	UNIX系统概述	tag	1428478532	0
1069800413090306	23	76	UNIX系统概述	duration	1428478534	0
1069800413090306	23	76	进程的描述	duration	1428479811	0
1069800413090306	23	76	进程控制与调度	duration	1428481771	0
1069800413090306	23	76	产生死锁的原因和必要条件	duration	1429558006	0
1069800413090306	23	75	??	done	1429641447	0
1069800413090306	23	76	??	duration	1429644353	1120
1069800413090306	23	78	操作系统的目标和作用	tag	1429645237	1
1069800413090306	23	76	三级调度的概念及算法准则	duration	1429667533	1881
1069800413090306	23	75	产生死锁的原因和必要条件	done	1429672471	0
1069800413090306	23	76	信号量机制及应用	duration	1429673964	1444
1069800413090306	23	75	操作系统的目标和作用	done	1429685392	0
1069800413090306	23	75	信号量机制及应用	done	1429713942	0
1069800413090306	23	76	连续分配方式	duration	1429734854	1992
1069800413090306	23	75	三级调度的概念及算法准则	done	1429744794	0
1069800413090306	23	4	操作系统原理(新)	tag	1429772685	0
1069800413090306	23	75	连续分配方式	done	1429772693	0
1069800413090467	23	67	操作系统原理-学习指南	watch	1413181531	0
1069800413090467	23	4	操作系统原理(简版)	tag	1413181742	0
1069800413090467	23	4	操作系统原理(新)	tag	1416536559	0
1069800413090467	23	67	操作系统原理学习指南	watch	1419389430	0
1069800414030288	23	78	单道和多道批处理系统	tag	1426741643	0
1069800414030288	23	75	单道和多道批处理系统	done	1427289527	0
1069800414030288	23	76	单道和多道批处理系统	duration	1427291170	1639
1069800414030288	23	75	分时系统和实时系统	done	1427291261	0
1069800414030288	23	76	分时系统和实时系统	duration	1427293131	1868
1069800414030288	23	75	操作系统的基本特性	done	1427460378	0
1069800414030288	23	76	操作系统的基本特性	duration	1427461893	1510
1069800414030288	23	75	处理机和存储器管理功能	done	1427804694	0
1069800414030288	23	76	处理机和存储器管理功能	duration	1427805953	1254
1069800414030288	23	75	设备管理和文件管理功能	done	1427806018	0
1069800414030288	23	76	设备管理和文件管理功能	duration	1427807413	1393
1069800414030288	23	75	操作系统的结构设计(1)	done	1427807479	0
1069800414030288	23	76	操作系统的结构设计(1)	duration	1427808884	1310
1069800414030288	23	75	操作系统的结构设计(2)	done	1427808985	0
1069800414030288	23	78	操作系统的结构设计(2)	tag	1427809929	0
1069800414030288	23	76	操作系统的结构设计(2)	duration	1427810620	1621
1069800414030288	23	75	程序的顺序和并发执行及其特征	done	1427888717	0
1069800414030288	23	78	程序的顺序和并发执行及其特征	tag	1427888945	0
1069800414030288	23	76	程序的顺序和并发执行及其特征	duration	1427890474	1572
1069800414030288	23	75	进程的特征与状态	done	1427890530	0
1069800414030288	23	78	进程的特征与状态	tag	1427890944	0
1069800414030288	23	76	进程的特征与状态	duration	1427892232	1696
1069800414030288	23	4	操作系统原理(新)	tag	1427892938	0
1069800414030288	23	75	进程控制(1)	done	1427892949	0
1069800414030288	23	76	进程控制(1)	duration	1427894390	1436
1069800609090054	23	75	设备管理和文件管理功能	done	1427398927	0
1069800609090054	23	75	复习串讲（1）	done	1427801253	0
1069800609090054	23	75	复习串讲（2）	done	1427801258	0
1069800609090054	23	76	计算机网络的拓扑结构	duration	1427801323	3
1069800609090054	23	75	UNIX系统概述	done	1427844938	0
1069800609090054	23	76	UNIX系统概述	duration	1427844945	7
1069800609090054	23	75	进程的描述	done	1427844950	0
1069800609090054	23	76	进程的描述	duration	1427844958	7
1069800609090054	23	75	进程控制与调度	done	1427844961	0
1069800609090054	23	76	进程控制与调度	duration	1427844963	2
1069800609090054	23	75	进程的同步与通信（1）	done	1427844966	0
1069800609090054	23	76	进程的同步与通信（1）	duration	1427844969	2
1069800609090054	23	75	进程的同步与通信（2）	done	1427844972	0
1069800609090054	23	76	进程的同步与通信（2）	duration	1427844975	2
1069800609090054	23	75	存储器管理	done	1427844979	0
1069800609090054	23	76	存储器管理	duration	1427844984	4
1069800609090054	23	75	设备管理（1）	done	1427844987	0
1069800609090054	23	76	设备管理（1）	duration	1427844994	6
1069800609090054	23	75	文件管理（1）	done	1427845006	0
1069800609090054	23	76	文件管理（1）	duration	1427845013	6
1069800609090054	23	75	文件管理（2）	done	1427845016	0
1069800609090054	23	76	文件管理（2）	duration	1427845021	4
1069800609090054	23	75	设备管理（2）	done	1427845025	0
1069800609090054	23	76	设备管理（2）	duration	1427845028	2
1069800609090054	23	4	操作系统原理(新)	tag	1428476873	0
1069800609090054	23	75	计算机网络的拓扑结构	done	1428476892	0
1069800609090054	23	75	计算机广域网络	done	1428476898	0
1069800609090054	23	76	计算机广域网络	duration	1428476901	3
1069800609090054	23	75	计算机局域网络	done	1428476905	0
1069800609090054	23	76	计算机局域网络	duration	1428476909	3
1069800609090054	23	75	开放系统互连参考模型	done	1428476912	0
1069800609090054	23	76	开放系统互连参考模型	duration	1428476917	3
1069800609090054	23	75	TCP/IP网络体系结构	done	1428476921	0
1069800609090054	23	76	TCP/IP网络体系结构	duration	1428476924	3
1069800609090054	23	75	Internet的发展与服务	done	1428476928	0
1069800609090054	23	76	Internet的发展与服务	duration	1428476931	2
1069800609090054	23	75	客户/服务器模式	done	1428476937	0
1069800609090054	23	76	客户/服务器模式	duration	1428476939	2
1069800609090054	23	75	网络操作系统的功能(1)	done	1428476943	0
1069800609090054	23	76	网络操作系统的功能(1)	duration	1428476947	3
1069800609090054	23	75	网络操作系统的功能(2)	done	1428476952	0
1069800609090054	23	76	网络操作系统的功能(2)	duration	1428476954	2
1069800609090054	23	75	网络操作系统提供的服务	done	1428476958	0
1069800609090054	23	76	网络操作系统提供的服务	duration	1428476962	3
1069800609090054	23	75	系统安全的基本概念	done	1428476971	0
1069800609090054	23	76	系统安全的基本概念	duration	1428476976	3
1069800609090054	23	1	androidphone-复习串讲（1）	watch	1428651791	0
1069800609090054	23	2	androidphone-复习串讲（1）	duration	1428651812	21
1069800609090054	23	1	androidphone-键盘终端处理程序	watch	1428654475	0
1069800609090054	23	2	androidphone-键盘终端处理程序	duration	1428654659	184
1069800609090054	23	1	androidphone-命令解释程序的作用	watch	1428656376	0
1069800609090054	23	2	androidphone-命令解释程序的作用	duration	1428656377	1
1069800609090054	23	1	androidphone-计算机网络的拓扑结构	watch	1428761407	0
1069800609090054	23	2	androidphone-计算机网络的拓扑结构	duration	1428762544	1121
1069800613090006	23	4	操作系统原理(简版)	tag	1413281053	0
1069800613090006	23	75	第03讲	done	1413623702	0
1069800613090006	23	76	第03讲	duration	1413623706	2323
1069800613090006	23	60	2014年秋季期末考前辅导答疑安排	watch	1418027156	0
1069800613090006	23	67	操作系统原理-学习指南	watch	1418044456	0
1069800613090006	23	4	操作系统原理(新)	tag	1420032334	0
1069800613090006	23	67	操作系统原理学习指南	watch	1420032339	0
1069800613090094	23	4	操作系统原理(电信网)	tag	1411896177	0
1069800613090094	23	4	操作系统原理(教育网)	tag	1412770612	0
1069800613090094	23	4	操作系统原理(简版)	tag	1413160642	0
1069800613090094	23	76	第04讲	duration	1413871049	9
1069800613090094	23	75	第04讲	done	1413876198	0
1069800613090094	23	76	第10讲	duration	1414110642	561
1069800613090094	23	75	第11讲	done	1414113510	0
1069800613090094	23	75	第15讲	done	1414648685	0
1069800613090094	23	76	第15讲	duration	1414648689	0
1069800613090094	23	76	第17讲	duration	1414975489	0
1069800613090094	23	76	第06讲	duration	1415062173	990
1069800613090094	23	75	第06讲	done	1415062173	0
1069800613090094	23	75	第29讲	done	1415236436	0
1069800613090094	23	75	第33讲	done	1415343576	0
1069800613090094	23	76	第33讲	duration	1415343577	1199
1069800613090094	23	75	第30讲	done	1415407093	0
1069800613090094	23	75	第13讲	done	1416897734	0
1069800613090094	23	75	第14讲	done	1416900501	0
1069800613090094	23	76	第14讲	duration	1416900507	2371
1069800613090094	23	75	第17讲	done	1416965768	0
1069800613090094	23	76	第11讲	duration	1416983900	2605
1069800613090094	23	75	第09讲	done	1417134694	0
1069800613090094	23	76	第09讲	duration	1417134695	1953
1069800613090094	23	67	操作系统原理-学习指南	watch	1418036961	0
1069800613090094	23	75	第10讲	done	1418715115	0
1069800613090094	23	76	第45讲	duration	1418890457	0
1069800613090094	23	75	第42讲	done	1418890840	0
1069800613090094	23	76	第42讲	duration	1418893059	2210
1069800613090094	23	76	第48讲	duration	1418951762	0
1069800613090094	23	4	操作系统原理(新)	tag	1420711054	0
1069800613090094	23	75	设备分配和设备独立性(2)	done	1420712705	0
1069800613090094	23	76	设备分配和设备独立性(2)	duration	1420713946	1192
1069800613090094	23	67	操作系统原理学习指南	watch	1421227062	0
1069800614030044	23	75	单道和多道批处理系统	done	1427776999	0
1069800614030044	23	78	分时系统和实时系统	tag	1427788771	0
1069800614030044	23	75	分时系统和实时系统	done	1427788780	0
1069800614030044	23	75	操作系统的基本特性	done	1427846371	0
1069800614030044	23	75	设备管理和文件管理功能	done	1428031189	0
1069800614030044	23	78	设备管理和文件管理功能	tag	1428031195	0
1069800614030044	23	76	设备管理和文件管理功能	duration	1428034696	1392
1069800614030044	23	78	处理机和存储器管理功能	tag	1428035630	0
1069800614030044	23	76	处理机和存储器管理功能	duration	1428036201	17
1069800614030044	23	75	处理机和存储器管理功能	done	1428036203	0
1069800614030044	23	75	操作系统的结构设计(1)	done	1428295038	0
1069800614030044	23	78	操作系统的结构设计(2)	tag	1428296361	0
1069800614030044	23	76	进程的特征与状态	duration	1428297903	0
1069800614030044	23	76	操作系统的结构设计(1)	duration	1428297943	12
1069800614030044	23	77	操作系统的结构设计(1)	tag	1428297949	0
1069800614030044	23	76	操作系统的结构设计(2)	duration	1428297963	6
1069800614030044	23	75	操作系统的结构设计(2)	done	1428297969	0
1069800614030044	23	78	程序的顺序和并发执行及其特征	tag	1428298011	0
1069800614030044	23	78	进程的特征与状态	tag	1428299532	0
1069800614030044	23	75	进程的特征与状态	done	1428299555	0
1069800614030044	23	75	操作系统的目标和作用	done	1428299704	0
1069800614030044	23	78	操作系统的目标和作用	tag	1428299707	0
1069800614030044	23	76	操作系统的目标和作用	duration	1428299714	1
1069800614030044	23	75	程序的顺序和并发执行及其特征	done	1428399353	0
1069800614030044	23	76	程序的顺序和并发执行及其特征	duration	1428400936	1573
1069800614030044	23	75	信号量机制及应用	done	1428400961	0
1069800614030044	23	75	经典进程的同步问题	done	1428405701	0
1069800614030044	23	76	经典进程的同步问题	duration	1428407248	1546
1069800614030044	23	75	管程机制	done	1428407331	0
1069800614030044	23	76	管程机制	duration	1428407343	10
1069800614030044	23	78	进程控制(2)	tag	1428407385	0
1069800614030044	23	75	进程控制(2)	done	1428407388	0
1069800614030044	23	75	进程通信的类型(1)	done	1428457902	0
1069800614030044	23	75	进程通信的类型(2)	done	1428461700	0
1069800614030044	23	76	进程通信的类型(2)	duration	1428464226	1684
1069800614030044	23	78	线程(1)	tag	1428464311	0
1069800614030044	23	75	线程(1)	done	1428464316	0
1069800614030044	23	76	线程(1)	duration	1428465507	1189
1069800614030044	23	75	线程(2)	done	1428465558	0
1069800614030044	23	76	线程(2)	duration	1428465567	7
1069800614030044	23	75	三级调度的概念及算法准则	done	1428543667	0
1069800614030044	23	78	三级调度的概念及算法准则	tag	1428543714	0
1069800614030044	23	76	三级调度的概念及算法准则	duration	1428545559	1881
1069800614030044	23	75	调度算法(1)	done	1428545580	0
1069800614030044	23	76	调度算法(1)	duration	1428547504	1882
1069800614030044	23	75	调度算法(2)	done	1428547511	0
1069800614030044	23	76	调度算法(2)	duration	1428549377	1864
1069800614030044	23	78	实时调度	tag	1428549395	0
1069800614030044	23	75	实时调度	done	1428549398	0
1069800614030044	23	76	实时调度	duration	1428551282	1882
1069800614030044	23	78	预防死锁的方法	tag	1428564249	0
1069800614030044	23	75	多处理器系统中的调度	done	1428564308	0
1069800614030044	23	76	多处理器系统中的调度	duration	1428565941	1522
1069800614030044	23	75	产生死锁的原因和必要条件	done	1428565957	0
1069800614030044	23	76	产生死锁的原因和必要条件	duration	1428567312	1353
1069800614030044	23	75	预防死锁的方法	done	1428567352	0
1069800614030044	23	76	预防死锁的方法	duration	1428568942	1583
1069800614030044	23	75	利用银行家算法避免死锁(1)	done	1428568956	0
1069800614030044	23	76	利用银行家算法避免死锁(1)	duration	1428569790	832
1069800614030044	23	75	利用银行家算法避免死锁(2)	done	1428570643	0
1069800614030044	23	76	利用银行家算法避免死锁(2)	duration	1428571830	832
1069800614030044	23	78	死锁的检测和解除	tag	1428571859	0
1069800614030044	23	76	死锁的检测和解除	duration	1428573257	6
1069800614030044	23	75	死锁的检测和解除	done	1428573261	0
1069800614030044	23	56	怎么课件老是播同一个课件呢？ :  怎么课件老是播同一个课件呢？	done	1428627315	0
1069800614030044	23	60	怎么课件老是播同一个课件呢？	watch	1428627317	0
1069800614030044	23	76	程序的装入链接	duration	1428627730	2045
1069800614030044	23	78	连续分配方式	tag	1428629877	0
1069800614030044	23	75	程序的装入链接	done	1428907520	0
1069800614030044	23	75	连续分配方式	done	1428912112	0
1069800614030044	23	76	连续分配方式	duration	1428913735	1621
1069800614030044	23	75	对换	done	1428913742	0
1069800614030044	23	76	对换	duration	1428915465	1411
1069800614030044	23	75	基本分页存储管理方式(1)	done	1428919395	0
1069800614030044	23	76	基本分页存储管理方式(1)	duration	1428920911	1209
1069800614030044	23	75	基本分页存储管理方式(2)	done	1428920921	0
1069800614030044	23	76	基本分页存储管理方式(2)	duration	1428922063	807
1069800614030044	23	76	基本分段存储管理方式	duration	1428923564	1490
1069800614030044	23	75	基本分段存储管理方式	done	1428924124	0
1069800614030044	23	75	虚拟存储器的概念和实现方法	done	1428941901	0
1069800614030044	23	76	虚拟存储器的概念和实现方法	duration	1428943300	1396
1069800614030044	23	75	请求分页存储管理方式(1)	done	1428943308	0
1069800614030044	23	76	请求分页存储管理方式(1)	duration	1428944610	1290
1069800614030044	23	75	请求分页存储管理方式(2)	done	1428944618	0
1069800614030044	23	75	页面置换算法	done	1428966766	0
1069800614030044	23	76	页面置换算法	duration	1428968624	1854
1069800614030044	23	75	请求分段存储管理方式	done	1428968633	0
1069800614030044	23	76	请求分段存储管理方式	duration	1428969956	1321
1069800614030044	23	75	I/O设备的类型和控制器	done	1428969987	0
1069800614030044	23	76	I/O设备的类型和控制器	duration	1428971844	1665
1069800614030044	23	75	I/O通道和总线系统	done	1428971855	0
1069800614030044	23	76	I/O通道和总线系统	duration	1428973171	1314
1069800614030044	23	75	I/O设备的控制方式	done	1428973181	0
1069800614030044	23	76	I/O设备的控制方式	duration	1428974789	1607
1069800614030044	23	75	缓冲管理(1)	done	1428974801	0
1069800614030044	23	76	缓冲管理(1)	duration	1428975589	787
1069800614030044	23	75	设备分配和设备独立性(1)	done	1428977461	0
1069800614030044	23	75	设备分配和设备独立性(2)	done	1428980557	0
1069800614030044	23	67	操作系统原理学习指南	watch	1428980654	0
1069800614030044	23	76	设备分配和设备独立性(2)	duration	1428981771	1207
1069800614030044	23	75	SPOOLING技术	done	1428981784	0
1069800614030044	23	76	SPOOLING技术	duration	1428982968	729
1069800614030044	23	75	设备处理	done	1428982985	0
1069800614030044	23	76	设备处理	duration	1428984159	1173
1069800614030044	23	75	磁盘存储器性能简述	done	1428984181	0
1069800614030044	23	76	磁盘存储器性能简述	duration	1428985649	1460
